datetime,roll_c,roll_m,yaw_c,yaw_m,pitch_c,pitch_m,aspd_m,vx_c,vx_m,vy_c,vy_m,vz_c,vz_m,aspd_error,alt_error,fault
0.0162560939788818,33,-3.14478302001953,110,-63.053955078125,-3.11999988555908,-2.90093278884888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.0736234188079834,33,-2.90670084953308,110,-64.6685638427734,-3.11999988555908,-1.70798170566559,0,0.0560423359274864,7.3441285419327,15.9999017715454,-18.8896479158053,6.86320687785863e-18,-18.8896479158053,-460.954467773438,-0.0700000002980232,0
0.111183166503906,33,-2.90670084953308,110,-64.6685638427734,-3.11999988555908,-1.70798170566559,0,0.0560423359274864,7.31460760383758,15.9999017715454,-18.9029924884233,6.86320687785863e-18,-18.9029924884233,-460.954467773438,-0.0700000002980232,0
0.147844076156616,35.1800003051758,-2.90670084953308,109,-64.6685638427734,-3.49000000953674,-1.70798170566559,0,13.8849271987544,7.29269557708946,2.12249416190141,-18.9135818854548,1.70041323921263e-15,-18.9135818854548,-461.504603510274,-0.149897377551692,0
0.167769908905029,35.1800003051758,-2.90670084953308,109,-64.6685638427734,-3.49000000953674,-1.70798170566559,0,16,7.29974508786938,-3.5527136788005e-15,-18.9050658445366,1.95943496413627e-15,-18.9050658445366,-461.505310058594,-0.149999991059303,0
0.235758543014526,36.3899993896484,-2.90670084953308,-44,-64.6685638427734,-5.78999996185303,-1.70798170566559,0,16,7.30890648099405,-3.5527136788005e-15,-18.872578987761,1.95943496413627e-15,-18.872578987761,-461.505310058594,-0.249781121052051,0
0.29515814781189,36.3899993896484,-2.90670084953308,-44,-64.6685638427734,-5.77999973297119,-1.70798170566559,0,16,7.33904102567411,-3.5527136788005e-15,-18.8155624274985,1.95943496413627e-15,-18.8155624274985,-461.505310058594,-0.25,0
0.325502634048462,36.1199989318848,-2.90670084953308,-44,-64.6685638427734,-8.02999973297119,-1.70798170566559,0,16,7.37211372616981,-3.5527136788005e-15,-18.7684093418867,1.95943496413627e-15,-18.7684093418867,-364.638043902247,-0.359848252014789,0
0.390993595123291,36.1100006103516,-2.90670084953308,-44,-64.6685638427734,-8.01000022888184,-1.70798170566559,0,16,7.42973556231361,-3.5527136788005e-15,-18.7047781879439,1.95943496413627e-15,-18.7047781879439,-364.504241943359,-0.359999984502792,0
0.432223558425903,35.6300010681152,-2.90670084953308,-44,-64.6685638427734,-10.1700000762939,-1.70798170566559,0,16,7.46437971211242,-3.5527136788005e-15,-18.6449075509218,1.95943496413627e-15,-18.6449075509218,-364.504241943359,-0.469696549615118,0
