datetime,roll_c,roll_m,yaw_c,yaw_m,pitch_c,pitch_m,aspd_m,vx_c,vx_m,vy_c,vy_m,vz_c,vz_m,aspd_error,alt_error,fault
0.00895476341247559,-30.5599994659424,6.43778514862061,-120,-95.81396484375,-1.25,-1.69193923473358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.0576932430267334,-30.5599994659424,6.43778514862061,-120,-95.81396484375,-1.23000001907349,-1.69193923473358,16.8085673740508,-3.00000010611257e-06,-2.37338572474003,-16,-17.4648548081299,-3.67394031065145e-22,-17.4648548081299,-80.810490684464,0.0799668684281408,0
0.0964317321777344,-31.769998550415,6.43778514862061,-120,-95.81396484375,-3.53999996185303,-1.69193923473358,16.8067867277814,-3.00000010611257e-06,-2.22352762227261,-16,-17.4699132536055,-3.67394031065145e-22,-17.4699132536055,-80.644416809082,0.0799999982118607,0
0.152614593505859,-31.769998550415,6.43778514862061,-120,-95.81396484375,-3.5699999332428,-1.69193923473358,16.8064441680908,-3.00000010611257e-06,-2.07111948647506,-16,-17.4800096227768,-3.67394031065145e-22,-17.4800096227768,-80.644416809082,0.0799999982118607,0
0.203367710113525,-33.0499992370605,16.0665798187256,-120,-93.1274261474609,-5.92999982833862,-0.472388863563538,16.9311869680695,-3.00000010611257e-06,-1.92252389581046,-16,-17.5163715322145,-3.67394031065145e-22,-17.5163715322145,-94.7624808598638,0.0998336799398697,0
0.22887396812439,-33.0499992370605,16.0665798187256,-120,-93.1274261474609,-5.94000005722046,-0.472388863563538,17.0335418283323,-3.00000010611257e-06,-1.86401249375064,-16,-17.5394490148632,-3.67394031065145e-22,-17.5394490148632,-94.8808670043945,0.0999999940395355,0
0.275071144104004,-34.0099983215332,16.0665798187256,-120,-93.1274261474609,-8.25,-0.472388863563538,17.1842403411865,-3.00000010611257e-06,-1.77307785860483,-16,-17.5911306298652,-3.67394031065145e-22,-17.5911306298652,-118.104007364761,0.109864067426742,0
0.328413486480713,-34,16.0665798187256,-120,-93.1274261474609,-8.26999950408936,-0.472388863563538,17.1842403411865,-3.00000010611257e-06,-1.73150199939572,-16,-17.6425570649332,-3.67394031065145e-22,-17.6425570649332,-118.424034118652,0.109999999403954,0
0.355781316757202,-34.6499977111816,16.0665798187256,-120,-93.1274261474609,-10.5199995040894,-0.472388863563538,17.4162341063713,-3.00000010611257e-06,-1.73221306417143,-16,-17.6867343020957,-3.67394031065145e-22,-17.6867343020957,-144.07517137486,0.100335114522161,0
0.429174423217773,-34.6399993896484,16.0665798187256,-120,-93.1274261474609,-10.5199995040894,-0.472388863563538,17.4496459960938,-3.00000010611257e-06,-1.76590578283803,-16,-17.7574211197559,-3.67394031065145e-22,-17.7574211197559,-144.964599609375,0.0999999940395355,0
0.458452463150024,-34.8199996948242,16.0665798187256,-121,-93.1274261474609,-12.2399997711182,-0.472388863563538,17.4956782554994,-3.00000010611257e-06,-1.79307173177002,-16,-17.8052063909363,-3.67394031065145e-22,-17.8052063909363,-149.816308796743,0.0905227497184805,0
0.496235609054565,-34.8099975585938,-5.07297563552856,-121,-93.6686782836914,-12.2299995422363,-2.27001690864563,17.5008392333984,-3.00000010611257e-06,-1.83084476279432,-16,-17.8565700656611,-3.67394031065145e-22,-17.8565700656611,-150.083923339844,0.0899999961256981,0
